#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-12T10:22:27 [V7.5.8]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-12T10:22:27	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/219/4&-out=Name,_RA,_DE,n,Re,q&-out.max=unlimited&-sort=Name	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.8	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_ApJS_219_4_galaxies:
#Name: J/ApJS/219/4/galaxies
#Title: Parameters of the galaxies;  center, outer orientation, sky background; and 1-component Sersic fits
#Column	Name	(a10)	Galaxy name (IDE)	[ucd=meta.id;meta.main]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	n	(F6.3)	[0.3/19]? Sersic index	[ucd=stat.fit.param]
#Column	Re	(F7.2)	[5/7631]? Effective radius	[ucd=phys.angSize]
#Column	q	(F6.3)	[0.07/1]? Axial ratio	[ucd=phys.size.axisRatio]
Name	_RA	_DE	n	Re	q
IC1933    	051.41618	-52.78548	 1.308	  30.24	 0.525
IC1952    	053.36117	-23.71279	 0.656	  30.28	 0.275
IC1953    	053.42452	-21.47862	 1.003	  46.65	 0.752
IC1954    	052.88080	-51.90487	 1.391	  40.21	 0.589
IC1959    	053.30240	-50.41420	 0.852	  39.41	 0.286
IC1962    	053.90562	-21.29431	 1.605	  40.47	 0.281
IC1970    	054.13135	-43.95684	 0.836	  25.38	 0.173
IC1986    	055.14646	-45.35581	 1.172	  25.64	 0.670
IC1993    	056.77003	-33.70984	 1.366	  45.28	 0.938
IC2000    	057.28228	-48.85819	 1.183	  65.78	 0.172
IC2006    	058.61845	-35.96715	 3.543	  20.17	 0.884
IC2007    	058.84478	-28.15831	 1.736	  17.29	 0.538
IC2032    	061.76625	-55.32417	 0.872	  27.03	 0.590
IC2035    	062.25776	-45.51749	 3.404	   6.20	 0.796
IC2040    	063.24902	-32.55325	 1.039	  13.43	 0.582
IC2051    	058.00341	-83.83064	 3.323	  54.26	 0.695
IC2056    	064.10226	-60.20684	 0.875	  11.28	 0.884
IC2058    	064.47650	-55.93288	 1.056	  42.75	 0.115
IC2085    	067.85098	-54.41687	 2.067	  18.04	 0.238
IC2135    	083.30372	-36.39880	 1.484	  46.75	 0.120
IC2233    	123.49545	+45.74215	 1.398	  67.65	 0.125
IC2361    	126.43547	+27.87448	 1.135	  14.79	 0.327
IC2389    	131.99037	+73.53934	 1.739	  17.73	 0.319
IC2461    	139.99179	+37.19105	 2.347	  14.44	 0.099
IC2574    	157.09784	+68.41214	 1.069	 289.84	 0.377
IC2604    	162.35411	+32.77270	 1.124	  15.70	 0.797
IC2627    	167.47250	-23.72597	 2.225	  39.87	 0.826
IC2763    	170.57658	+13.06511	 1.139	  19.84	 0.161
IC2764    	171.77100	-28.98024	 4.453	  35.69	 0.846
IC2828    	171.79567	+08.73103	 1.715	  10.37	 0.527
IC2963    	177.35240	-05.11839	 1.184	  17.87	 0.214
IC2969    	178.13030	-03.87222	 0.904	  16.85	 0.668
IC2995    	181.44543	-27.94012	 1.227	  46.12	 0.276
IC2996    	181.45264	-29.97191	 0.974	  15.94	 0.300
IC3005    	181.80897	-30.02466	 1.664	  19.51	 0.161
IC3021    	182.47746	+13.04969	 1.276	  21.53	 0.723
IC3023    	182.50792	+14.36631	 0.851	  18.25	 0.640
IC3033    	182.79162	+13.58689	 1.335	  20.49	 0.474
IC3044    	183.20225	+13.97600	 1.409	  28.40	 0.540
IC3059    	183.72996	+13.46056	 1.100	  40.55	 0.677
IC3061    	183.76883	+14.02897	 1.325	  21.12	 0.186
IC3099    	184.28845	+12.45395	 1.652	  24.68	 0.162
IC3102    	184.35760	+06.68999	 5.472	  69.98	 0.536
IC3105    	184.39062	+12.38810	 1.076	  33.58	 0.232
IC3115    	184.49942	+06.65369	 1.380	  38.81	 0.737
IC3155    	184.93872	+06.00587	      	       	
IC3215    	185.54275	+26.05178	 0.888	  35.06	 0.282
IC3229    	185.71986	+06.68059	 1.088	  16.41	 0.325
IC3247    	185.80807	+28.89411	 1.128	  30.66	 0.134
IC3258    	185.93540	+12.47835	 1.814	  43.17	 0.729
IC3259    	185.95207	+07.18532	 1.294	  25.85	 0.551
IC3267    	186.02309	+07.04136	 1.483	  25.26	 0.930
IC3268    	186.03096	+06.60747	 1.099	  13.15	 0.807
IC3298    	186.26584	+17.01509	 0.903	  16.46	 0.254
IC3311    	186.38792	+12.26028	 0.723	  26.84	 0.172
IC3322    	186.47551	+07.55482	 1.470	  33.13	 0.175
IC3322A   	186.42764	+07.21671	 1.108	  40.39	 0.094
IC3355    	186.71265	+13.17569	 0.692	  39.84	 0.375
IC3356    	186.71039	+11.55902	 1.016	  31.45	 0.823
IC3371    	186.84272	+10.86678	 1.206	  18.93	 0.158
IC3391    	187.11366	+18.41530	 0.650	  25.09	 0.676
IC3392    	187.18040	+14.99941	 1.470	  26.43	 0.422
IC3473    	188.07967	+18.24469	 2.338	  31.31	 0.651
IC3474    	188.15258	+02.66036	 0.802	  36.84	 0.156
IC3475    	188.17077	+12.77054	 1.074	  51.11	 0.740
IC3476    	188.17393	+14.05161	 1.305	  26.46	 0.730
IC3517    	188.62879	+09.15412	 1.054	  26.16	 0.502
IC3521    	188.66492	+07.15875	 1.195	  24.57	 0.390
IC3522    	188.68990	+15.22078	 0.926	  29.15	 0.453
IC3576    	189.15708	+06.62056	 1.381	  41.01	 0.702
IC3583    	189.18149	+13.25915	 1.098	  40.84	 0.441
IC3611    	189.76666	+13.36380	 1.501	  18.53	 0.591
IC3631    	189.95020	+12.97393	 3.028	  16.55	 0.492
IC3687    	190.56325	+38.50328	 1.231	  55.29	 0.701
IC3718    	191.19163	+12.35145	 1.252	  36.13	 0.326
IC3727    	191.27379	+10.90072	 1.510	  29.12	 0.853
IC3742    	191.38237	+13.33119	 0.900	  29.98	 0.345
IC3806    	192.23077	+14.90759	 0.907	  16.84	 0.337
IC3881    	193.70287	+19.17835	 1.523	  35.93	 0.309
IC3908    	194.16927	-07.56280	 1.322	  20.15	 0.170
IC4182    	196.45292	+37.60363	 0.875	 105.73	 0.960
IC4213    	198.04674	+35.66965	 1.153	  34.87	 0.163
IC4214    	199.42782	-32.10171	 5.180	  24.95	 0.640
IC4216    	199.25784	-10.77003	 1.826	  30.37	 0.434
IC4221    	199.62645	-14.60886	 1.202	  21.28	 0.453
IC4231    	200.80583	-26.30056	 0.723	  26.94	 0.215
IC4237    	201.13650	-21.13680	 0.910	  27.23	 0.660
IC4247    	201.68512	-30.36244	 0.835	  23.69	 0.418
IC4263    	202.13971	+46.92730	 1.383	  29.82	 0.210
IC4316    	205.07712	-28.89147	 1.472	  48.37	 0.641
IC4351    	209.47607	-29.31573	 2.595	  42.96	 0.247
IC4407    	215.90373	-05.98328	 1.263	  27.77	 0.472
IC4468    	219.61139	-22.36763	 1.026	  21.55	 0.328
IC4536    	228.32100	-18.13669	 1.314	  36.83	 0.707
IC4582    	236.41422	+28.08871	 1.744	  10.21	 0.203
IC4660    	260.43842	+75.84867	 1.398	  17.19	 0.244
IC4901    	298.59802	-58.71356	 2.182	  35.58	 0.744
IC4951    	302.38000	-61.84639	 1.556	  45.00	 0.223
IC4986    	304.29862	-55.03643	 1.442	  40.81	 0.456
IC5007    	310.89365	-29.70365	 1.512	  28.31	 0.453
IC5026    	312.11661	-78.06914	 4.049	  64.45	 0.113
IC5039    	310.80975	-29.85340	 0.867	  21.95	 0.373
IC5052    	313.00680	-69.19331	 1.196	 104.64	 0.159
IC5069    	315.05333	-71.81167	 0.908	  16.96	 0.759
IC5078    	315.63031	-16.81830	 1.203	  41.01	 0.296
IC5105B   	321.50104	-40.83479	 1.213	  16.02	 0.272
IC5152    	330.67300	-51.29644	 1.183	  69.01	 0.576
IC5156    	330.81192	-33.83847	 1.660	  20.59	 0.417
IC5170    	333.12360	-47.22197	 2.381	  24.66	 0.250
IC5176    	333.73303	-66.84941	 1.352	  29.15	 0.137
IC5201    	335.23932	-46.03585	 2.086	 123.41	 0.384
IC5240    	340.46820	-44.76713	 4.036	  51.44	 0.430
IC5249    	341.77609	-64.83206	 1.824	  55.06	 0.096
IC5264    	344.22098	-36.55414	 1.119	  29.23	 0.227
IC5267    	344.30655	-43.39614	 5.520	  72.57	 0.832
IC5269    	344.43188	-36.02623	 1.453	  55.12	 0.237
IC5269A   	343.98208	-36.34833	 1.309	  22.22	 0.846
IC5269B   	344.15298	-36.24971	 1.453	  55.12	 0.237
IC5269C   	345.20044	-35.37073	 2.299	  49.89	 0.319
IC5270    	344.47891	-35.85804	 1.252	  25.62	 0.275
IC5271    	344.50754	-33.74221	 0.903	  30.36	 0.375
IC5273    	344.86133	-37.70288	 1.178	  41.04	 0.638
IC5321    	351.58322	-17.95630	 2.003	  20.08	 0.723
IC5325    	352.18094	-41.33348	 1.106	  30.75	 0.964
IC5332    	353.61453	-36.10108	 2.029	 136.32	 0.954
IC5333    	353.72082	-65.39596	 0.738	  17.54	 0.127
IC5334    	353.65173	-04.53423	 4.918	  13.21	 0.372
NGC0007   	002.08483	-29.91700	 0.821	  43.59	 0.193
NGC0014   	002.19342	+15.81553	 1.582	  40.17	 0.645
NGC0024   	002.48559	-24.96313	 1.088	  58.72	 0.256
NGC0045   	003.51662	-23.18209	 1.507	 176.70	 0.817
NGC0055   	003.72334	-39.19663	 1.959	 429.96	 0.217
NGC0059   	003.85469	-21.44436	 2.452	  39.51	 0.585
NGC0063   	004.43969	+11.45036	 3.319	  20.08	 0.610
NGC0100   	006.01182	+16.48639	 1.062	  45.60	 0.122
NGC0115   	006.69282	-33.67710	 1.483	  27.47	 0.393
NGC0131   	007.41050	-33.25972	 0.991	  18.02	 0.391
NGC0134   	007.59122	-33.24535	 1.135	  66.65	 0.280
NGC0148   	008.56455	-31.78599	 5.120	  16.77	 0.429
NGC0150   	008.56450	-27.80366	 7.729	 142.83	 0.824
NGC0157   	008.69480	-08.39649	 0.736	  50.64	 0.610
NGC0178   	009.78497	-14.17285	 1.567	  23.54	 0.467
NGC0210   	010.14592	-13.87280	 6.644	  36.77	 0.661
NGC0216   	010.36202	-21.04803	 1.219	  20.81	 0.274
NGC0244   	011.44346	-15.59688	 1.417	  10.34	 0.959
NGC0247   	011.78564	-20.76040	 1.156	 332.74	 0.294
NGC0253   	011.88806	-25.28880	 1.266	 224.02	 0.277
NGC0254   	011.86498	-31.42170	 8.630	  58.25	 0.592
NGC0255   	011.94712	-11.46870	 1.476	  28.18	 0.799
NGC0274   	012.75780	-07.05687	 6.633	  18.42	 0.946
NGC0275   	012.76708	-07.06447	 0.884	  20.83	 0.679
NGC0289   	013.17652	-31.20583	 2.423	  38.06	 0.658
NGC0298   	013.75978	-07.33309	 1.937	  17.67	 0.391
NGC0300   	013.72283	-37.68438	 1.174	 276.45	 0.679
NGC0337   	014.95871	-07.57796	 1.092	  31.66	 0.633
NGC0337A  	015.39161	-07.58854	 1.901	  80.54	 0.757
NGC0360   	015.71436	-65.60999	 1.062	  50.82	 0.130
NGC0406   	016.85442	-69.87924	 1.590	  31.49	 0.519
NGC0428   	018.23212	+00.98158	 1.192	  43.54	 0.690
NGC0450   	018.87696	-00.86083	 2.434	  57.08	 0.766
NGC0470   	019.93685	+03.40997	11.884	 122.19	 0.600
NGC0473   	019.97947	+16.54464	 2.436	  15.43	 0.657
NGC0474   	020.02790	+03.41527	 8.087	  50.56	 0.884
NGC0485   	020.36497	+07.01806	 0.798	  18.56	 0.321
NGC0488   	020.44520	+05.25672	 4.576	 105.51	 0.811
NGC0489   	020.47460	+09.20649	 1.523	  11.22	 0.226
NGC0493   	020.53744	+00.94534	 1.127	  49.19	 0.227
NGC0514   	021.01627	+12.91735	 1.185	  44.82	 0.715
NGC0518   	021.07343	+09.33096	 7.211	  41.21	 0.394
NGC0520   	021.14613	+03.79241	 6.317	  31.80	 0.524
NGC0522   	021.19106	+09.99462	 0.932	  33.92	 0.098
NGC0532   	021.32228	+09.26409	 2.901	  53.21	 0.318
NGC0578   	022.61895	-22.66721	 1.863	  70.80	 0.513
NGC0584   	022.83648	-06.86806	 4.242	  27.38	 0.646
NGC0600   	023.27205	-07.31141	 1.271	  36.02	 0.671
NGC0613   	023.57598	-29.41849	 7.623	 233.21	 0.455
NGC0615   	023.77365	-07.34030	 5.636	  37.91	 0.415
NGC0625   	023.76930	-41.43620	 1.266	  65.63	 0.364
NGC0628   	024.17405	+15.78346	 2.095	 127.08	 0.985
NGC0658   	025.54024	+12.60193	 1.715	  16.23	 0.557
NGC0660   	025.75979	+13.64568	 4.010	  27.20	 0.313
NGC0672   	026.97718	+27.43278	 1.189	  88.31	 0.306
NGC0676   	027.23908	+05.90714	 8.280	  44.10	 0.422
NGC0678   	027.35358	+21.99730	 4.281	  19.52	 0.407
NGC0680   	027.44703	+21.97083	 7.408	  25.88	 0.776
NGC0681   	027.29520	-10.42654	 2.696	  28.96	 0.456
NGC0685   	026.92834	-52.76176	 1.751	  69.57	 0.858
NGC0691   	027.67384	+21.75990	 3.016	  59.34	 0.713
NGC0693   	027.62853	+06.14521	 1.618	  12.84	 0.237
NGC0701   	027.76603	-09.70259	 1.774	  27.37	 0.362
NGC0718   	028.30548	+04.19592	 9.186	  73.71	 0.751
NGC0723   	028.44032	-23.75777	 0.640	  10.09	 0.933
NGC0755   	029.09452	-09.06143	 1.007	  28.44	 0.310
NGC0772   	029.83159	+19.00754	 2.938	  71.58	 0.745
NGC0779   	029.92760	-05.96415	 1.421	  33.63	 0.363
NGC0784   	030.32055	+28.83726	 0.914	  95.24	 0.231
NGC0803   	030.93625	+16.03096	 1.226	  28.39	 0.402
NGC0814   	032.65670	-15.77362	 5.961	  13.48	 0.398
NGC0855   	033.51505	+27.87717	 3.174	  23.79	 0.469
NGC0864   	033.86517	+06.00262	 2.240	  60.11	 0.877
NGC0865   	034.06295	+28.59973	 1.165	  16.89	 0.278
NGC0895   	035.40196	-05.52139	 1.599	  49.54	 0.597
NGC0899   	035.47140	-20.82323	 1.076	  15.75	 0.798
NGC0907   	035.76224	-20.71184	 0.997	  28.36	 0.265
NGC0908   	035.76904	-21.23385	 0.962	  58.84	 0.502
NGC0918   	036.45927	+18.49893	 0.937	  51.09	 0.572
NGC0936   	036.90609	-01.15628	 5.702	  81.59	 0.780
NGC0941   	037.11603	-01.15156	 1.401	  26.83	 0.863
NGC0955   	037.63796	-01.10848	 2.104	  19.86	 0.272
NGC0986   	038.39312	-39.04506	 6.319	  68.45	 0.644
NGC0986A  	038.16958	-39.29750	 0.827	  29.88	 0.335
NGC0988   	038.86554	-09.35600	 0.975	  65.21	 0.335
NGC0991   	038.88620	-07.15442	 1.271	  41.01	 0.916
NGC1015   	039.54819	-01.31862	 5.941	  37.14	 0.644
NGC1022   	039.63626	-06.67739	      	       	
NGC1032   	039.84867	+01.09380	 3.933	  24.44	 0.447
NGC1035   	039.87140	-08.13364	 0.886	  29.64	 0.259
NGC1036   	040.12076	+19.29708	 2.631	  18.99	 0.662
NGC1042   	040.09990	-08.43365	 1.395	  80.91	 0.779
NGC1047   	040.13670	-08.14754	 1.635	  26.28	 0.451
NGC1051   	040.26025	-06.93586	 1.199	  30.77	 0.568
NGC1052   	040.26999	-08.25576	 5.010	  26.31	 0.706
NGC1055   	040.43847	+00.44318	 1.969	  62.60	 0.183
NGC1068   	040.66988	-00.01329	 2.942	  20.31	 0.878
NGC1073   	040.91916	+01.37587	 3.080	 167.47	 0.524
NGC1076   	040.87190	-14.75435	 1.761	  14.30	 0.513
NGC1079   	040.93480	-29.00342	 4.415	  43.52	 0.653
NGC1084   	041.49969	-07.57864	 1.061	  29.83	 0.606
NGC1087   	041.60489	-00.49870	 1.785	  41.76	 0.849
NGC1090   	041.64132	-00.24704	 1.958	  44.91	 0.475
NGC1097   	041.57941	-30.27491	 4.589	  77.53	 0.567
NGC1110   	042.28987	-07.83647	 1.133	  49.01	 0.198
NGC1140   	043.63976	-10.02850	 2.922	  11.58	 0.465
NGC1145   	043.63964	-18.63513	 0.855	  35.25	 0.141
NGC1163   	045.09204	-17.15253	 1.532	  16.98	 0.172
NGC1179   	045.66008	-18.89761	 2.559	 110.97	 0.860
NGC1187   	045.65661	-22.86716	      	       	
NGC1222   	047.23645	-02.95521	 4.133	   6.51	 0.723
NGC1232   	047.43964	-20.57930	 1.883	 100.62	 0.886
NGC1249   	047.50513	-53.33573	 1.758	  62.65	 0.290
NGC1253   	048.53769	-02.82295	 2.116	  72.16	 0.345
NGC1255   	048.38353	-25.72519	 1.551	  66.59	 0.596
NGC1258   	048.52280	-21.77422	 0.972	  21.47	 0.746
NGC1291   	049.32750	-41.10807	 6.084	 108.96	 0.804
NGC1292   	049.56206	-27.61033	 1.250	  35.20	 0.445
NGC1297   	049.80921	-19.09993	 5.563	  55.03	 0.881
NGC1299   	050.04037	-06.26189	 1.155	  14.23	 0.485
NGC1300   	049.92116	-19.41136	      	       	
NGC1302   	049.96340	-26.06062	 6.846	  87.63	 0.827
NGC1306   	050.26245	-25.51259	 1.600	   8.86	 0.721
NGC1309   	050.52732	-15.40007	 1.504	  23.17	 0.891
NGC1310   	050.26430	-37.10169	 1.223	  25.86	 0.826
NGC1311   	050.02894	-52.18549	 1.168	  43.19	 0.329
NGC1313   	049.56686	-66.49826	 1.642	 149.91	 0.742
NGC1316C  	051.24360	-37.00941	 1.248	  15.16	 0.352
NGC1325   	051.10652	-21.54404	 1.146	  31.16	 0.927
NGC1325A  	051.20208	-21.33611	 1.146	  31.16	 0.927
NGC1326   	050.98499	-36.46466	 1.280	  37.53	 0.672
NGC1326A  	051.28542	-36.36361	 1.280	  37.53	 0.672
NGC1326B  	051.33375	-36.38528	 0.868	  69.02	 0.214
NGC1332   	051.57217	-21.33537	 4.052	  32.19	 0.456
NGC1337   	052.02483	-08.38862	 1.386	  65.77	 0.277
NGC1338   	052.22731	-12.15335	 2.188	  21.24	 0.804
NGC1339   	052.02742	-32.28616	 5.734	  16.76	 0.700
NGC1341   	051.99346	-37.14996	 1.541	  19.16	 0.679
NGC1345   	052.38206	-17.77834	 3.095	  19.50	 0.515
NGC1347   	052.42412	-22.27892	 0.933	  21.76	 0.904
NGC1350   	052.78383	-33.62864	 7.799	 210.08	 0.608
NGC1351A  	052.20299	-35.17816	 1.053	  37.76	 0.118
NGC1353   	053.01260	-20.81916	 3.018	  53.71	 0.518
NGC1357   	053.32122	-13.66416	 6.607	 169.10	 0.791
NGC1359   	053.44874	-19.49195	 3.587	  73.50	 0.424
NGC1365   	053.40191	-36.14066	16.057	 352.39	 0.781
NGC1366   	053.47357	-31.19411	 6.316	  14.60	 0.498
NGC1367   	053.75500	-24.93361	 5.613	 115.55	 0.702
NGC1385   	054.36801	-24.50128	 1.370	  28.42	 0.941
NGC1386   	054.19266	-35.99927	 8.992	  43.22	 0.536
NGC1389   	054.29889	-35.74614	 3.494	  16.12	 0.649
NGC1390   	054.46733	-19.00835	 1.032	  12.20	 0.333
NGC1398   	054.71721	-26.33784	 5.311	  73.46	 0.962
NGC1406   	054.84715	-31.32140	 1.184	  36.12	 0.223
NGC1411   	054.68689	-44.10062	 6.157	  24.18	 0.792
NGC1414   	055.23806	-21.71391	 1.433	  20.65	 0.260
NGC1415   	055.23689	-22.56446	 4.989	  26.28	 0.511
NGC1421   	055.62202	-13.48801	 2.255	  61.88	 0.282
NGC1422   	055.37943	-21.68149	 1.412	  26.41	 0.201
NGC1425   	055.54806	-29.89351	 4.936	 110.69	 0.529
NGC1427A  	055.03925	-35.62956	 0.734	  41.99	 0.568
NGC1433   	055.50647	-47.22208	13.161	2616.97	 0.655
NGC1436   	055.90452	-35.85299	 0.891	  47.72	 0.651
NGC1437B  	056.47860	-36.35692	 1.198	  26.19	 0.322
NGC1438   	056.32173	-23.00250	 1.376	  32.05	 0.429
NGC1448   	056.13298	-44.64483	 1.001	  55.23	 0.177
NGC1452   	056.34294	-18.63362	 3.911	  23.03	 0.789
NGC1461   	057.11308	-16.39293	 3.612	  22.39	 0.461
NGC1473   	056.85478	-68.22042	 0.805	  22.76	 0.556
NGC1476   	058.03625	-44.53239	 0.755	  19.58	 0.277
NGC1482   	058.66220	-20.50245	 2.946	   6.62	 0.409
NGC1483   	058.19837	-47.47752	 0.799	  22.62	 0.735
NGC1484   	058.57496	-36.97064	 1.337	  34.70	 0.210
NGC1487   	058.94375	-42.36694	 2.287	  33.37	 0.757
NGC1493   	059.36409	-46.21074	 1.321	  53.12	 0.858
NGC1494   	059.42792	-48.90750	 1.196	  48.71	 0.625
NGC1495   	059.59085	-44.46625	 0.921	  34.31	 0.132
NGC1507   	061.11400	-02.18614	 0.928	  44.79	 0.205
NGC1510   	060.88600	-43.40016	 3.152	  10.91	 0.902
NGC1511   	059.89875	-67.63500	 1.619	  16.27	 0.281
NGC1511A  	060.07710	-67.80677	 1.619	  16.27	 0.281
NGC1511B  	060.22583	-67.61194	 0.697	  33.28	 0.202
NGC1512   	060.97617	-43.34885	 4.886	 103.53	 0.591
NGC1515   	061.01133	-54.10006	 2.524	  51.52	 0.459
NGC1518   	061.70712	-21.17262	 1.090	  45.65	 0.301
NGC1519   	062.03163	-17.19291	 0.977	  26.95	 0.253
NGC1532   	063.01806	-32.87421	 4.562	 137.53	 0.354
NGC1533   	062.46605	-56.11844	 6.596	  49.87	 0.811
NGC1546   	063.65226	-56.06081	 1.653	  23.09	 0.411
NGC1553   	064.04361	-55.78014	 3.481	  53.39	 0.649
NGC1556   	064.43681	-50.16446	 1.038	  17.17	 0.309
NGC1559   	064.39909	-62.78369	 0.624	  42.01	 0.495
NGC1566   	065.00175	-54.93781	 3.633	  76.13	 0.779
NGC1592   	067.42024	-27.40869	 3.718	  45.17	 0.364
NGC1596   	066.90878	-55.02783	 3.524	  22.67	 0.413
NGC1602   	066.97907	-55.05784	 0.763	  43.40	 0.423
NGC1637   	070.36762	-02.85804	 3.218	  83.62	 0.780
NGC1640   	070.56056	-20.43478	 4.162	  48.20	 0.586
NGC1672   	071.42730	-59.24741	12.128	 378.65	 0.647
NGC1679   	072.48160	-31.96551	 1.344	  43.54	 0.620
NGC1688   	072.09912	-59.80031	 2.881	  49.51	 0.407
NGC1703   	073.21727	-59.74222	 2.107	  41.67	 0.918
NGC1705   	073.55625	-53.36106	      	       	
NGC1744   	074.99084	-26.02221	 1.379	  94.33	 0.365
NGC1792   	076.31022	-37.98075	 0.804	  57.33	 0.406
NGC1800   	076.60724	-31.95422	 1.465	  22.91	 0.473
NGC1808   	076.92643	-37.51305	 7.284	  55.03	 0.479
NGC1809   	075.52087	-69.56828	 1.440	  74.38	 0.285
NGC1824   	076.73417	-59.72389	 0.981	  53.02	 0.212
NGC1827   	077.51911	-36.96024	 1.138	  41.84	 0.169
NGC1853   	078.06889	-57.39904	 0.786	  26.97	 0.285
NGC1879   	079.95125	-32.14222	 1.100	  39.63	 0.556
NGC1892   	079.28749	-64.95981	 1.137	  33.55	 0.315
NGC2101   	086.59625	-52.08917	 1.592	  47.78	 0.475
NGC2104   	086.76988	-51.55295	 1.172	  24.13	 0.547
NGC2320   	106.42510	+50.58110	 5.839	  25.89	 0.615
NGC2460   	119.21779	+60.34938	 2.642	  17.90	 0.748
NGC2500   	120.47177	+50.73710	 0.919	  48.84	 0.900
NGC2537   	123.31101	+45.98979	 0.601	  23.46	 0.910
NGC2541   	123.66697	+49.06144	 1.697	  80.25	 0.482
NGC2543   	123.24148	+36.25451	 9.084	  77.35	 0.679
NGC2550   	126.14017	+74.01231	 1.462	  16.23	 0.357
NGC2551   	126.20956	+73.41200	 6.356	  18.08	 0.613
NGC2552   	124.83158	+50.00578	 0.734	  57.24	 0.618
NGC2591   	129.35637	+78.02644	 1.916	  36.33	 0.198
NGC2604   	128.34607	+29.53862	 1.848	  38.51	 0.746
NGC2608   	128.82237	+28.47352	 1.926	  34.16	 0.577
NGC2633   	132.01936	+74.09879	17.573	  37.78	 0.493
NGC2634A  	132.15906	+73.93932	 1.617	  20.82	 0.247
NGC2648   	130.66594	+14.28550	 4.907	  20.48	 0.465
NGC2654   	132.29947	+60.22112	 2.982	  25.15	 0.330
NGC2655   	133.90721	+78.22308	 4.866	  38.58	 0.733
NGC2681   	133.38641	+51.31371	13.009	  87.63	 0.884
NGC2683   	133.17227	+33.42180	 1.151	  63.39	 0.280
NGC2684   	133.72522	+49.16042	 1.181	  15.03	 0.746
NGC2685   	133.89479	+58.73441	 4.186	  26.18	 0.398
NGC2701   	134.77383	+53.77176	 1.574	  28.60	 0.765
NGC2710   	134.95142	+55.70644	 1.269	  23.89	 0.559
NGC2712   	134.87691	+44.91400	 6.266	  56.47	 0.550
NGC2715   	137.02582	+78.08516	 0.841	  48.17	 0.465
NGC2726   	136.23691	+59.93297	 0.892	  16.36	 0.362
NGC2731   	135.53497	+08.30177	 1.212	   8.65	 0.659
NGC2732   	138.35320	+79.18738	 3.983	  17.21	 0.322
NGC2735   	135.66098	+25.93459	 2.076	  10.14	 0.356
NGC2742   	136.88970	+60.47929	 0.708	  42.32	 0.478
NGC2743   	136.22500	+25.00405	 0.942	  17.45	 0.640
NGC2748   	138.42932	+76.47534	 1.481	  24.45	 0.311
NGC2750   	136.44955	+25.43736	      	       	
NGC2764   	137.07298	+21.44345	 1.637	  12.65	 0.339
NGC2768   	137.90627	+60.03721	 4.084	  86.87	 0.488
NGC2770   	137.39009	+33.12341	 0.761	  48.50	 0.241
NGC2775   	137.58380	+07.03792	 3.490	  63.19	 0.825
NGC2776   	138.06055	+44.95489	 1.849	  27.86	 0.958
NGC2780   	138.18486	+34.92551	 0.552	  14.68	 0.730
NGC2782   	138.52133	+40.11380	 7.447	  23.15	 0.960
NGC2787   	139.82724	+69.20340	 3.734	  27.16	 0.678
NGC2793   	139.19279	+34.43167	 0.303	  19.40	 0.790
NGC2798   	139.34564	+41.99971	 6.643	   6.94	 0.594
NGC2799   	139.37932	+41.99414	 2.295	  18.28	 0.231
NGC2805   	140.08502	+64.10277	 3.204	 120.52	 0.959
NGC2814   	140.29802	+64.25326	 0.950	  16.16	 0.229
NGC2820   	140.43985	+64.25802	 1.293	  27.79	 0.143
NGC2841   	140.51106	+50.97648	 3.842	 114.03	 0.485
NGC2844   	140.45010	+40.15122	 4.270	  13.06	 0.504
NGC2854   	141.01315	+49.20435	 1.930	  11.87	 0.439
NGC2859   	141.07729	+34.51338	 5.505	  29.28	 0.938
